id_site,no_spec,lon,lat,MAT,MAP,HYP,LOP
61562,13,26.23,-23.52,20.3,414,2.231,1.308
70537,14,17.56,-18.13,22.9,548,2.429,1.357
204583,15,42.78,0.16,27.1,521,1.867,1.067
184663,6,42.68,11.39,26.7,197,2.333,1.667
187781,11,25.9,9.6,26.9,780,2.091,1.091
72848,23,25.01,-16.78,21.6,774,2.304,1.522
99729,18,41.06,-1.51,27.2,569,1.944,1.278
187788,10,29.09,9.6,27.7,787,2,1.2
90870,14,13.91,-6.45,25.1,1022,1.786,1
182984,14,-7.15,12.29,27.5,945,2.214,1.286
90090,17,21.33,-6.9,24.5,1548,1.529,0.941
179111,4,5.14,14.54,29.1,364,1.5,0.5
185448,7,41.87,10.94,28.2,225,2.143,1.429
59362,11,23.97,-24.87,20,373,2.455,1.545
99727,24,40.16,-1.51,27.3,495,2.125,1.292
181418,12,-7.92,13.19,26.9,891,2.083,1.333
190880,19,-7.27,7.8,24.4,1439,1.737,1.158
180740,11,39.08,13.64,18.3,681,2,1.091
80634,21,36.06,-12.29,23.5,1292,2.238,1.286
178300,7,-11.21,14.99,28.8,540,1.714,0.857
195778,6,45.47,5.1,27,280,2,1.667
181417,12,-8.38,13.19,26.8,945,2.083,1.333
182236,8,8.8,12.74,26.8,501,1.875,0.75
189364,13,25.38,8.7,25.9,1019,2.231,1.231
204530,20,18.97,0.16,25,1900,1.5,0.947
197364,10,39.78,4.21,23.3,408,1.8,1.2
180674,6,8.57,13.64,27.5,365,1.5,0.667
99671,19,15,-1.51,25.1,1887,1.684,0.947
190151,22,22.42,8.25,24.2,1197,2.091,1.182
195703,19,11.65,5.1,24.9,1545,1.632,1.105
201336,27,25.38,1.96,25,1770,1.481,0.889
196558,22,36.76,4.66,27.4,354,2.182,1.273
69767,13,13.33,-18.58,21,167,2.308,1.769
190962,14,29.9,7.8,27.4,897,2.286,1.143
184651,13,37.18,11.39,17.7,1490,2,1.077
96475,17,19.3,-3.31,25.2,1697,1.353,0.75
95681,18,22.1,-3.76,24.3,1773,1.333,0.706
163272,3,26.45,23.97,21.4,2,3,2
184648,14,35.8,11.39,25.4,1355,2.071,1.286
95659,16,12.2,-3.76,25.3,1288,1.688,1.467
197322,28,20.86,4.21,24.5,1708,1.607,0.929
184549,20,-9.55,11.39,26.5,1318,2.05,1.2
186155,14,5,10.49,26.4,1085,2.214,1.286
181481,5,21.14,13.19,28.2,502,1.4,0.4
193356,18,32.9,6.45,27.6,918,2.222,1.111
62306,27,29.93,-23.07,19.1,758,2.259,1.444
190198,8,43.75,8.25,23.4,404,2.125,1.5
194912,20,14.95,5.55,23.8,1430,1.85,1.1
73635,19,33.43,-16.33,25.5,656,2.158,1.105
95675,18,19.4,-3.76,24.9,1665,1.333,0.706
181477,5,19.29,13.19,29.8,421,1.4,0.4
187722,17,-0.97,9.6,28.2,1064,2.176,1.294
192478,19,-4,6.9,26.5,1143,1.474,1
63776,12,24.68,-22.17,20.7,367,2.5,1.75
185325,20,-14.39,10.94,28,2578,1.65,0.842
186958,13,11.12,10.04,25.4,933,2.154,1.231
190981,15,38.51,7.8,18.9,855,2.067,1.067
191754,17,28.32,7.35,27.1,1106,2.176,1.059
64529,19,28.87,-21.72,21.7,356,2.211,1.316
79060,28,31.75,-13.19,24.4,838,2.286,1.321
179175,3,34.84,14.54,28.6,415,1.667,0.667
100533,16,41.92,-1.06,27.1,452,1.938,1.125
88514,19,28.09,-7.8,24.7,1014,1.947,1.053
79033,13,19.29,-13.19,20.6,1151,2.077,1.231
86111,16,17.9,-9.15,22.5,1367,1.688,1
186951,14,7.93,10.04,24.2,1370,2.214,1.286
179104,6,1.89,14.54,29.4,336,1.667,0.667
72064,11,17.04,-17.23,22.8,610,2.455,1.273
175246,3,3.43,16.78,29.4,181,2.333,1.333
81414,21,33.86,-11.84,18.3,1036,2.048,1.19
84522,12,14.77,-10.04,22.3,944,1.917,1.167
200524,25,20.5,2.41,25.5,1849,1.48,0.88
96491,20,26.5,-3.31,24.6,1754,1.5,0.8
83761,22,27.84,-10.49,18.9,1257,2.136,1.364
178405,13,37.61,14.99,25.6,557,2.462,1.385
60110,16,33.1,-24.42,24.2,650,2.062,1.188
98064,21,13.3,-2.41,23.2,1902,1.524,1
185386,13,13.51,10.94,26.1,833,2.231,1.231
198100,27,10.85,3.76,25.2,2071,1.37,0.808
66034,21,33.85,-20.82,23.7,818,2.238,1.286
84520,15,13.86,-10.04,24.2,726,1.8,0.8
75182,19,35.28,-15.43,20.7,1227,1.947,1.211
82203,20,35.35,-11.39,23.5,1315,2,1.15
175248,3,4.37,16.78,29.2,184,2.333,1.333
62302,23,27.98,-23.07,21.5,392,2.217,1.435
195700,20,10.3,5.1,20.6,2045,1.4,0.75
180669,7,6.26,13.64,27.9,432,1.714,0.857
199701,27,10.68,2.86,23.2,2087,1.37,0.808
186907,19,-12.13,10.04,25.9,2015,1.737,1
202939,24,24.85,1.06,24.6,1785,1.458,0.917
181410,17,-11.61,13.19,28.5,990,2.176,1.176
190156,16,24.69,8.25,24.4,1139,2.062,1.25
67504,13,17.32,-19.93,19.4,504,2.462,1.615
194096,12,6.97,6,25.9,1960,1.25,0.667
185333,18,-10.73,10.94,26.3,1419,2,1.222
178294,6,-14,14.99,28.4,562,1.5,0.333
200512,28,15.1,2.41,23.9,1607,1.464,0.852
91675,19,17.36,-6,22.6,1619,1.474,0.737
189309,19,0.39,8.7,27.5,1227,2.053,1.263
77491,27,27,-14.09,20.3,1016,2.222,1.37
67517,23,23.53,-19.93,22.3,456,2.391,1.435
89313,20,29.68,-7.35,21.3,965,2,1.1
60828,14,26.45,-23.97,20.6,442,2.286,1.357
203774,15,39.65,0.61,28.3,276,1.933,1.267
184619,11,22.52,11.39,26.2,685,2.091,1.091
194181,8,45.36,6,27,280,2.125,1.75
194065,23,-7.02,6,25.8,1589,1.522,1.091
194176,11,43.1,6,28.9,312,1.909,1.455
100474,23,15.41,-1.06,25,1796,1.522,0.957
178363,4,18.08,14.99,29.6,137,2.5,1.5
177562,5,5.45,15.43,28.5,291,1.8,0.8
188550,16,15.62,9.15,27.1,1035,2.062,1.125
198156,16,36.06,3.76,29.3,214,2.188,1.312
176002,5,-2.6,16.33,28.8,238,2.2,0.8
97258,24,11.13,-2.86,24.3,1600,1.625,1.13
192558,16,32.19,6.9,27.6,896,2.375,1.25
75138,16,14.77,-15.43,21.5,740,2.25,1.125
181448,8,5.91,13.19,27.9,562,1.875,0.75
189345,16,16.75,8.7,27.4,1063,2.062,1
102085,19,18.52,-0.16,25.2,1800,1.526,1
101307,26,29.31,-0.61,23.9,993,1.654,0.923
174444,3,-13.05,17.23,29.4,166,1.667,0.667
181479,6,20.21,13.19,29.5,460,1.667,0.333
188591,12,34.28,9.15,24.4,1014,2.083,1.333
190873,23,-10.44,7.8,25.9,2554,1.609,1.091
100518,30,35.18,-1.06,18.8,1160,2.167,1.167
178373,3,22.73,14.99,25.7,235,1.667,0.667
183844,4,27.43,11.84,27.5,404,1.5,0.5
202111,28,13.2,1.51,23.9,1592,1.464,0.815
180722,4,30.76,13.64,27.8,254,1.5,0.5
186939,17,2.46,10.04,26.6,1099,2.176,1.176
198106,28,13.55,3.76,22.7,1623,1.464,0.821
186127,15,-7.78,10.49,26.8,1251,2.133,1.2
198135,28,26.6,3.76,24.4,1758,1.643,1
190946,23,22.65,7.8,24.8,1257,2.043,1.13
194965,8,38.87,5.55,20.3,727,1.625,1
101278,27,16.29,-0.61,25.4,1652,1.556,0.963
194870,19,-4,5.55,26.2,1669,1.526,1.053
197373,7,43.83,4.21,26.4,360,1.857,1.143
85352,22,32.73,-9.6,21.7,1035,2.136,1.318
66750,13,16.93,-20.38,19.4,453,2.462,1.615
175983,3,-11.49,16.33,29.2,270,1.667,0.667
182306,7,41.04,12.74,29.8,167,2.286,1.143
181485,4,22.98,13.19,25,509,1.5,0.5
194909,24,13.59,5.55,23.9,1533,1.792,1.042
174465,3,-3.17,17.23,28.3,134,1.667,0.667
60844,17,34.32,-23.97,24.2,662,2,1.118
77462,14,13.57,-14.09,22.9,851,2,1.143
192504,16,7.76,6.9,26.6,1565,1.75,1
181516,14,37.28,13.19,26.3,842,2.071,1.143
180734,10,36.3,13.64,28.7,697,2.2,1.4
180638,12,-8.06,13.64,27.2,811,2.083,1.333
61556,10,23.29,-23.52,20.3,367,2.6,1.7
176753,4,-11.88,15.88,28.4,283,1.5,0.5
200519,22,18.25,2.41,24.9,1743,1.5,0.909
96493,21,27.4,-3.31,22.9,1825,1.476,0.762
188594,13,35.64,9.15,20.2,1745,1.846,1.077
75967,14,40.4,-14.99,25,922,2,1.214
198149,20,32.91,3.76,20.1,1209,2,1.1
187718,17,-2.79,9.6,27.6,1095,2.176,1.294
195746,17,31.04,5.1,26.8,1035,2.176,1.059
202161,22,35.67,1.51,22.7,619,2.227,1.318
94901,24,31.22,-4.21,22.4,974,2.208,1.292
186150,15,2.72,10.49,26.7,1106,2.267,1.333
166952,3,18.72,21.72,17.8,31,2.333,1.333
70526,9,12.36,-18.13,17.8,83,2.333,1.889
187734,15,4.49,9.6,27.4,1119,2.133,1.2
78257,14,21.05,-13.64,19.9,1073,2.143,1.143
196550,20,33.15,4.66,26.6,775,2.1,1.2
185366,14,4.36,10.94,26.9,1010,2.214,1.286
76710,24,25.09,-14.54,20.6,964,2.333,1.458
184608,13,17.48,11.39,28.7,769,2.231,1.077
101332,13,40.54,-0.61,27.9,392,1.923,1.308
189323,15,6.75,8.7,27.5,1214,2,1.067
84556,22,30.28,-10.04,20.3,1414,2.091,1.318
84535,15,20.7,-10.04,21.9,1381,1.733,1.067
184602,17,14.73,11.39,28,645,2.176,1.235
74377,13,19.87,-15.88,20.6,786,2.385,1.231
194941,20,28.03,5.55,25.7,1339,2.05,1.1
168446,3,18.47,20.82,17.1,42,2.333,1.333
204512,26,10.89,0.16,23,2062,1.462,0.88
179936,3,27.46,14.09,26.4,231,1.667,0.667
95689,16,25.7,-3.76,25.5,1532,1.438,0.875
86103,14,14.26,-9.15,24.8,778,1.786,1.143
97266,15,14.72,-2.86,24.5,1826,1.667,1.067
186909,19,-11.22,10.04,24.8,1662,1.684,0.889
199753,20,34.06,2.86,23.4,781,2.2,1.3
183035,8,16.29,12.29,29.1,463,1.875,1
78278,25,30.76,-13.64,22.9,915,2.28,1.24
190139,16,16.97,8.25,26.9,1085,2.062,1
171441,3,8.15,19.03,26.6,42,3,2
80626,28,32.38,-12.29,23.6,885,2.286,1.321
184615,11,20.68,11.39,27.6,771,2.091,1.091
77487,26,25.15,-14.09,20.6,1018,2.269,1.423
181443,8,3.61,13.19,28.8,490,1.625,0.75
184618,11,22.06,11.39,26.8,698,2.091,1.091
102076,28,14.48,-0.16,24.4,1632,1.536,0.963
97292,21,26.42,-2.86,24.7,1892,1.476,0.762
194152,17,32.26,6,27.6,882,2.294,1.176
202945,29,27.54,1.06,24.6,1848,1.448,0.828
61575,19,32.6,-23.52,24.2,492,2.158,1.316
179180,13,37.16,14.54,26.7,610,2.385,1.231
179908,5,14.49,14.09,27.9,228,1.6,0.8
179098,6,-0.88,14.54,29,401,1.667,0.667
59360,10,22.98,-24.87,20.1,320,2.6,1.7
198964,13,39.55,3.31,24.5,470,1.769,1.154
188586,13,32,9.15,28,777,2.154,1.077
60815,11,20.06,-23.97,19.8,254,2.455,1.545
196556,20,35.86,4.66,28.9,379,2.25,1.4
190997,7,45.77,7.8,25.5,211,2.286,1.714
194070,21,-4.76,6,26.9,1264,1.524,1
86106,13,15.62,-9.15,22.4,1063,1.692,1.077
65257,11,20.03,-21.27,20.4,394,2.455,1.545
79047,26,25.75,-13.19,19.5,1188,2.269,1.423
185349,15,-3.41,10.94,27.7,992,2.267,1.333
62287,10,20.65,-23.07,19.8,333,2.6,1.7
180660,6,2.1,13.64,29.2,457,1.333,0.667
174443,3,-13.52,17.23,29.3,184,1.667,0.667
94097,20,29.1,-4.66,22.6,1197,1.7,0.9
190879,14,-7.72,7.8,24.5,1591,1.643,1.143
80595,13,18.13,-12.29,20,1316,2.077,1.231
83732,12,14.59,-10.49,22.1,942,1.917,1.167
80604,17,22.26,-12.29,19.8,1231,2,1.176
75134,12,12.91,-15.43,22.9,255,2.083,1
185403,13,21.29,10.94,27.2,823,2.154,1.077
62334,5,43.6,-23.07,24.3,392,1,0.25
61540,9,15.45,-23.52,19.8,82,2.444,1.667
86152,26,36.55,-9.15,24,1355,2.192,1.269
94895,24,28.52,-4.21,21.4,1380,1.583,0.833
179097,6,-1.35,14.54,29.1,418,1.667,0.667
87722,19,29.22,-8.25,22.8,1069,2.053,1.158
194109,26,12.84,6,23.8,1597,1.731,0.92
184633,7,28.93,11.39,27.4,586,1.857,0.857
178307,7,-7.95,14.99,27.8,428,1.714,0.857
188498,18,-8.02,9.15,25.1,1537,1.944,1.222
202164,28,37.01,1.51,22.4,487,2.179,1.321
185395,13,17.63,10.94,28.6,838,2.231,1.077
82963,15,23.12,-10.94,21.4,1416,1.667,0.933
68294,21,33.91,-19.48,23.9,998,2.143,1.381
179116,4,7.46,14.54,27.7,283,1.5,0.5
79045,26,24.83,-13.19,20.6,1136,2.269,1.346
186919,17,-6.66,10.04,26.5,1191,2.059,1.294
76696,14,18.6,-14.54,20.9,958,2.286,1.286
61604,4,46.81,-23.52,19.3,1347,1,0
61539,5,14.96,-23.52,20.5,16,2.4,1.8
100472,19,14.51,-1.06,23.9,1918,1.737,1.053
90093,15,22.69,-6.9,23.2,1613,1.733,1.067
90076,15,15,-6.9,22.5,1199,1.733,0.933
84523,12,15.23,-10.04,20.6,1139,1.917,1.167
179179,11,36.69,14.54,27.1,572,2.455,1.455
102095,19,23.02,-0.16,24.2,2028,1.526,0.947
203759,17,32.91,0.61,22.2,1309,1.882,1.059
188574,12,26.54,9.15,27,850,2.167,1.167
188602,11,39.28,9.15,19.5,863,1.727,0.727
184562,14,-3.59,11.39,27.6,947,2.214,1.286
90902,18,28.38,-6.45,23.1,1094,1.722,0.889
63774,11,23.71,-22.17,21.2,363,2.455,1.727
177519,7,-14.57,15.43,28.4,415,1.714,0.571
192494,14,3.23,6.9,27.1,1315,1.429,0.714
192567,17,36.26,6.9,23.2,1564,1.941,0.941
66062,6,47.3,-20.82,16.4,1445,1,0.167
186207,7,28.76,10.49,27.8,676,1.857,0.857
204565,25,34.69,0.16,20.8,1891,2,1.08
183865,15,37.07,11.84,19.6,1352,1.933,0.933
191001,5,47.58,7.8,25.2,146,2.2,1.6
198979,3,46.3,3.31,27,366,2,2
66006,10,20.39,-20.82,21.2,403,2.6,1.7
183008,11,3.88,12.29,28.5,718,2,1.091
183018,8,8.47,12.29,26.3,670,1.875,0.75
72877,15,38.62,-16.78,25.2,1274,2,1.133
186990,11,25.72,10.04,27.1,701,2.091,1.091
88538,18,38.97,-7.8,26.2,1049,1.833,1.056
65252,12,17.62,-21.27,19.7,392,2.5,1.583
204579,12,40.98,0.16,28.4,376,2,1.25
200518,26,17.8,2.41,24.8,1732,1.462,0.769
202929,19,20.35,1.06,25.3,1992,1.526,0.947
79053,22,28.52,-13.19,20.2,1211,2.091,1.318
173023,3,37.41,18.13,26.7,120,2.667,2
199718,26,18.32,2.86,24.8,1738,1.462,0.769
72864,18,32.52,-16.78,22.6,635,2.111,1.056
201354,15,33.47,1.96,23.9,1302,2.133,1.2
176810,3,14.73,15.88,28,89,2.333,1.333
204525,26,16.73,0.16,25.3,1660,1.462,0.769
98122,20,39.38,-2.41,26,667,2.3,1.35
199734,27,25.52,2.86,24.2,1762,1.444,0.815
190990,10,42.59,7.8,25.5,375,1.9,1.4
200556,21,34.88,2.41,21.4,745,2.143,1.333
94892,20,27.17,-4.21,24.4,1512,1.55,0.8
184626,7,25.72,11.39,27.6,465,2.143,1.143
87731,22,33.31,-8.25,21.1,1018,2.182,1.409
60814,11,19.57,-23.97,19.7,231,2.455,1.545
192556,15,31.28,6.9,27.1,841,2.4,1.2
179901,5,11.25,14.09,27.3,210,1.4,0.4
174469,3,-1.29,17.23,29.1,144,1.667,0.667
88486,16,15.39,-7.8,20.6,1340,1.688,0.875
176755,3,-10.94,15.88,28.3,315,1.667,0.667
179878,5,0.6,14.09,28.9,403,1.4,0.4
68256,15,15.81,-19.48,21.9,387,2.4,1.667
181499,4,29.44,13.19,26.6,353,1.5,0.5
186253,3,49.77,10.49,27.8,55,2.333,2
178315,5,-4.23,14.99,27.5,411,1.4,0.4
191707,17,7.04,7.35,26.2,1303,1.765,0.941
86101,14,13.35,-9.15,24.8,524,1.786,0.857
86141,24,31.55,-9.15,18.6,1120,2.125,1.375
98112,32,34.88,-2.41,20.4,813,2.188,1.281
187789,9,29.54,9.6,27.6,798,2,1.111
89290,20,19.26,-7.35,22.2,1629,1.65,0.8
183759,18,-11.57,11.84,24.5,1412,2,1.222
71314,24,24.13,-17.68,21.5,650,2.417,1.458
179885,6,3.84,14.09,29,371,1.333,0.667
64539,21,33.71,-21.72,23.1,658,2.238,1.381
70546,23,21.81,-18.13,21.8,566,2.348,1.435
186995,10,28,10.04,27.7,684,2,1.2
70551,26,24.17,-18.13,21.9,569,2.462,1.5
80592,12,16.75,-12.29,18.6,1293,2,1.167
200502,28,10.61,2.41,23.2,2091,1.429,0.778
84541,13,23.44,-10.04,22.7,1356,1.692,0.923
62280,13,17.24,-23.07,19,328,2.462,1.615
60087,10,21.75,-24.42,20.2,314,2.6,1.7
90123,23,36.26,-6.9,21.7,674,2,1.261
200503,26,11.06,2.41,23.3,1808,1.423,0.84
79074,20,38.21,-13.19,24.5,1051,2.15,1.15
198148,17,32.46,3.76,25.2,1218,2.118,1.059
75188,16,38.07,-15.43,23.1,1255,2.125,1.312
199732,26,24.62,2.86,25.2,1631,1.462,0.846
186124,19,-9.15,10.49,25.9,1508,2,1.158
201346,29,29.88,1.96,22.3,1426,1.552,0.897
89333,20,38.74,-7.35,25,1062,1.8,1.05
76694,14,17.67,-14.54,19.7,988,2.286,1.286
98891,20,24.93,-1.96,24.9,1778,1.5,0.9
102115,16,32,-0.16,21.7,1444,2,1.125
194860,22,-8.51,5.55,25.7,2903,1.545,1.143
182197,13,-9.15,12.74,27.3,1044,2.154,1.231
190914,14,8.14,7.8,27.3,1322,2.071,1.143
71312,21,23.19,-17.68,21.9,612,2.381,1.333
186928,16,-2.55,10.04,27.5,1024,2.25,1.375
101321,27,35.6,-0.61,14.7,1175,2.074,1.148
198931,25,24.7,3.31,24.5,1671,1.48,0.88
184612,17,19.31,11.39,27.8,780,2.235,1.294
60133,4,44.45,-24.42,24.4,541,1,0.333
184600,13,13.81,11.39,27.1,729,2.231,1.231
183821,10,16.88,11.84,28.8,643,2,1
190877,19,-8.63,7.8,24.3,1947,1.474,0.947
86910,17,20.83,-8.7,23.5,1418,1.647,0.941
196561,14,38.11,4.66,20.2,493,1.786,1.143
194116,18,16.01,6,24.4,1382,1.944,1.222
175996,3,-5.41,16.33,28.3,186,2.333,1.333
70525,4,11.88,-18.13,18.4,22,2.5,1.75
190885,19,-5,7.8,26.7,1101,1.842,1.263
197318,26,19.06,4.21,24.9,1626,1.577,0.923
69773,14,16.18,-18.58,22.6,437,2.429,1.357
84545,21,25.27,-10.04,22.7,1149,1.905,1.048
186984,15,22.98,10.04,26.2,795,2.333,1.333
202133,18,23.09,1.51,24.9,1840,1.556,1
77471,13,17.74,-14.09,20,1039,2.231,1.385
102132,21,39.63,-0.16,28.2,355,1.952,1.286
78291,19,36.77,-13.64,22.2,1203,2.158,1.211
94913,26,36.62,-4.21,20.1,609,2.231,1.5
199777,8,44.85,2.86,28.2,508,1.75,1
98121,20,38.93,-2.41,25.9,702,2.3,1.35
69789,25,23.76,-18.58,22.1,512,2.36,1.4
71325,18,29.31,-17.68,21.8,791,2.222,1.278
190152,21,22.87,8.25,24.5,1168,2.143,1.238
181497,4,28.52,13.19,27,321,1.5,0.5
195770,11,41.86,5.1,28.7,281,1.727,1.273
198104,28,12.65,3.76,23.6,1599,1.464,0.821
178295,6,-13.53,14.99,28.5,631,1.5,0.333
202960,23,34.28,1.06,19.1,1811,1.87,1.043
187714,19,-4.61,9.6,27,1139,2.105,1.263
197367,11,41.13,4.21,26.6,275,1.636,1.273
60073,4,14.85,-24.42,16.9,23,2.5,1.75
97307,18,33.16,-2.86,23,872,1.944,1.167
71366,11,48.64,-17.68,19.5,1166,1,0.3
96504,21,32.35,-3.31,22.4,941,2.143,1.19
202907,27,10.47,1.06,22.2,2362,1.444,0.846
98924,22,39.76,-1.96,26.8,597,2.318,1.318
96489,16,25.6,-3.31,25.4,1597,1.562,1
71292,17,13.76,-17.68,20.9,336,2.294,1.353
72102,23,34.91,-17.23,25.8,720,2.304,1.348
82197,25,32.6,-11.39,23.5,899,2.32,1.32
194117,18,16.46,6,24,1391,1.944,1.222
179899,5,10.33,14.09,26.9,298,1.4,0.4
94098,16,29.55,-4.66,23.9,1064,1.812,1.188
189336,16,12.66,8.7,23.3,1295,2.188,1.25
94116,25,37.66,-4.66,22.2,643,2.2,1.48
190102,19,0.18,8.25,27.9,1243,2.053,1.263
89323,27,34.21,-7.35,21.7,674,2.296,1.444
70573,23,34.57,-18.13,24.9,1089,2.304,1.348
60821,10,23.01,-23.97,20.2,352,2.6,1.7
96485,17,23.8,-3.31,24.9,1735,1.529,0.941
190905,17,4.06,7.8,26.3,1208,1.647,0.941
75959,20,36.68,-14.99,23.8,993,2.1,1.15
79818,13,20.77,-12.74,20.6,1153,2.077,1.231
182206,11,-5,12.74,27.4,790,2.091,1.273
63760,14,16.92,-22.17,20.3,354,2.5,1.643
75965,15,39.47,-14.99,24.8,1126,2.067,1.267
79831,24,26.76,-12.74,19.6,1228,2.167,1.375
72837,15,19.85,-16.78,21.4,681,2.4,1.333
200558,18,35.78,2.41,26.6,272,2.111,1.278
184610,14,18.39,11.39,28.1,755,2.214,1.143
183039,6,18.13,12.29,29.1,564,1.667,0.667
70559,22,27.95,-18.13,22,657,2.409,1.409
179894,5,8.01,14.09,27.8,336,1.4,0.4
67520,18,24.96,-19.93,21.9,414,2.333,1.389
71302,15,18.47,-17.68,22.9,601,2.267,1.133
175999,5,-4.01,16.33,27.9,215,1.8,0.8
178293,6,-14.46,14.99,28.2,509,1.5,0.333
197378,4,46.08,4.21,28.1,273,2,2
81378,12,17.34,-11.84,20.5,1256,1.833,1
190975,16,35.79,7.8,17,1984,1.875,0.875
203772,22,38.75,0.61,26.1,344,2.045,1.227
188569,14,24.27,9.15,25.7,882,2.214,1.286
69011,16,14.8,-19.03,21.9,337,2.438,1.562
187792,9,30.91,9.6,27.8,827,1.889,1.111
179186,9,39.94,14.54,27.6,406,2.111,1.111
169931,3,9.19,19.93,25.6,23,2.333,1.333
75207,4,46.92,-15.43,26.7,1493,1,0.5
198171,9,42.81,3.76,29.5,338,1.778,0.889
198968,13,41.35,3.31,27.3,309,1.846,1.154
193381,9,44.2,6.45,26.4,395,2.222,1.556
180714,3,27.06,13.64,26.2,267,1.667,0.667
90880,18,18.43,-6.45,21.9,1699,1.5,0.778
186913,19,-9.39,10.04,25.8,1646,2,1.158
200545,27,29.94,2.41,22.4,1503,1.556,0.889
72822,12,12.82,-16.78,20.4,174,2.333,1.333
203773,17,39.2,0.61,27,290,2.059,1.353
183804,11,9.08,11.84,26.6,725,2,1.091
99716,31,35.22,-1.51,19.4,952,2.194,1.323
86931,25,30.38,-8.7,23.4,1163,2.2,1.32
100491,19,23.05,-1.06,24.8,1905,1.526,0.947
183038,7,17.67,12.29,29.1,539,1.857,0.571
203712,28,11.8,0.61,24.1,1615,1.429,0.815
184573,18,1.44,11.39,28.6,882,2.333,1.222
84557,22,30.74,-10.04,20.6,1348,2.091,1.318
102107,26,28.4,-0.16,23.2,1480,1.5,0.923
78288,18,35.38,-13.64,21.1,1139,2.167,1.167
193366,14,37.42,6.45,21.4,1165,2.071,1.143
188567,15,23.36,9.15,23.6,996,2.333,1.2
87740,27,37.39,-8.25,25.1,1304,2.074,1.148
204517,27,13.13,0.16,23.7,1665,1.481,0.923
181422,10,-6.07,13.19,27.8,735,2.1,1.2
80609,23,24.56,-12.29,19.3,1334,2.217,1.348
197377,10,45.63,4.21,28.3,289,1.8,1.2
196578,5,45.77,4.66,27.4,278,1.8,2
102090,19,20.77,-0.16,25.5,2073,1.526,0.947
185436,13,36.39,10.94,19.8,1808,2,1.077
184583,13,6.02,11.39,26.1,1029,2.154,1.231
95676,18,19.85,-3.76,24.6,1711,1.333,0.706
203780,11,42.34,0.61,28.1,563,1.727,0.909
59368,23,26.94,-24.87,19.3,609,2.435,1.609
203711,26,11.35,0.61,23.8,1748,1.462,0.88
190989,10,42.14,7.8,25.1,420,1.7,1.2
169951,3,18.75,19.93,21.2,24,2.333,1.333
190087,20,-6.62,8.25,25.9,1270,2,1.3
198134,28,26.15,3.76,24.5,1733,1.679,1.071
196527,29,22.79,4.66,25.2,1668,1.828,1.172
187030,9,43.97,10.04,24.1,305,2.444,1.333
181519,12,38.67,13.19,24.8,673,1.75,0.833
190987,13,41.23,7.8,22.5,706,1.769,1.077
98091,20,25.44,-2.41,25,1728,1.45,0.8
60807,11,16.13,-23.97,17.6,164,2.364,1.727
183859,10,34.32,11.84,27.9,676,2.1,1.2
88493,19,18.57,-7.8,22.3,1560,1.579,0.737
82181,20,25.27,-11.39,19.6,1303,2,1.25
194906,22,12.24,5.55,23.2,1585,1.591,0.864
181429,11,-2.84,13.19,28.6,626,2.091,1.273
98860,23,11,-1.96,26.5,2001,1.696,1.182
69052,25,34.28,-19.03,25,1005,2.24,1.4
179941,3,29.78,14.09,27.4,217,1.667,0.667
95718,26,38.76,-3.76,23.9,627,2.269,1.423
66025,20,29.52,-20.82,19.5,601,2.3,1.35
65998,14,16.55,-20.82,18.9,448,2.5,1.643
184629,5,27.1,11.39,27.5,450,1.8,0.8
201335,26,24.93,1.96,24.6,1752,1.5,0.923
86939,22,34.01,-8.7,22.6,937,2.045,1.227
183045,7,20.88,12.29,27.5,626,1.714,0.857
196546,19,31.35,4.66,26.8,1040,2.105,0.947
202171,13,40.16,1.51,28.1,311,1.923,1.308
63055,15,34.59,-22.62,23.1,699,2.067,1.267
195761,15,37.8,5.1,21.4,493,2.067,1.333
82168,14,19.31,-11.39,20.7,1313,1.929,1.143
99665,26,12.3,-1.51,23.1,1884,1.462,0.88
91679,18,19.17,-6,22.9,1662,1.389,0.778
101297,20,24.82,-0.61,24.7,1858,1.5,0.9
90114,27,32.19,-6.9,24.2,928,2.259,1.37
181455,6,9.14,13.19,27.4,380,1.5,0.667
198965,13,40,3.31,25.5,349,1.769,1.154
200567,13,39.83,2.41,26.8,323,1.923,1.308
174446,3,-12.11,17.23,28.5,148,1.667,0.667
188546,17,13.8,9.15,27.4,991,2.118,1.235
195710,21,14.81,5.1,23.5,1438,1.81,1.048
181436,11,0.38,13.19,28.5,563,2.091,1.273
99683,20,20.39,-1.51,24.8,2035,1.5,0.947
183784,15,-0.09,11.84,28.2,817,2.267,1.333
190192,13,41.02,8.25,22.6,744,1.769,0.923
60105,27,30.63,-24.42,19.3,807,2.296,1.444
197369,14,42.03,4.21,29.6,248,1.786,1.143
196507,24,13.77,4.66,23.6,1566,1.542,0.792
67526,20,27.83,-19.93,20.1,592,2.25,1.25
62290,10,22.12,-23.07,20.3,369,2.6,1.7
75169,23,29.22,-15.43,20.5,796,2.348,1.348
183811,11,12.29,11.84,25.4,612,2.091,1.091
86112,16,18.35,-9.15,22.1,1417,1.688,1
73623,23,27.81,-16.33,21.8,790,2.217,1.435
102131,23,39.18,-0.16,27.8,324,2.087,1.261
184555,14,-6.8,11.39,27.2,1048,2.214,1.286
87701,17,19.69,-8.25,22.2,1514,1.647,0.941
191757,14,29.68,7.35,27.3,923,2.286,1.143
