id_site,no_spec,lon,lat,MAT,MAP,HYP,LOP
87687,15,13.34,-8.25,25.7,504,1.667,0.8
64537,21,32.74,-21.72,24.1,580,2.19,1.381
182300,12,38.27,12.74,23.3,789,1.917,1
60833,26,28.91,-23.97,19.4,487,2.346,1.5
194895,12,7.28,5.55,26,2151,1.25,0.667
203753,27,30.21,0.61,19.2,1481,1.741,0.889
82196,25,32.14,-11.39,20.8,994,2.32,1.32
186168,12,10.94,10.49,25.2,902,2.083,1.167
93277,16,19.77,-5.1,25.2,1582,1.438,0.875
187749,14,11.32,9.6,25.7,978,2.214,1.286
85356,19,34.55,-9.6,14.2,1330,1.789,1
187766,20,19.07,9.6,27.5,948,2.25,1.3
183047,7,21.8,12.29,26.9,589,1.714,0.571
186245,5,46.11,10.49,23.4,151,2.4,1.2
79062,23,32.67,-13.19,22.3,897,2.348,1.348
183020,8,9.39,12.29,27,570,1.875,0.75
85365,25,38.65,-9.6,24.5,977,2.12,1.24
191771,17,36.02,7.35,18.8,1825,2,0.941
82166,14,18.39,-11.39,20.2,1374,1.929,1.143
88521,20,31.26,-7.8,23.6,953,2.15,1.25
94101,25,30.9,-4.66,21.9,1011,2.16,1.24
80617,20,28.24,-12.29,19.8,1257,2.1,1.3
68285,19,29.63,-19.48,18.4,651,2.211,1.316
183080,14,36.97,12.29,22.6,1148,1.929,1
194095,11,6.52,6,26.9,1946,1.364,0.909
182977,17,-10.36,12.29,27.5,1218,2.118,1.176
178305,7,-8.88,14.99,27.9,523,1.714,0.857
194868,21,-4.9,5.55,27.1,1448,1.619,0.952
184541,20,-13.21,11.39,26.5,2038,1.95,1.158
94063,13,13.77,-4.66,24.6,1202,1.846,1.231
181510,6,34.52,13.19,28.6,615,1.667,0.667
194985,4,47.89,5.55,27.1,166,1.75,2
182240,9,10.64,12.74,26.7,471,2,0.889
88489,16,16.75,-7.8,23.7,1240,1.688,0.875
179087,8,-5.99,14.54,27.3,515,1.875,1
75165,27,27.35,-15.43,21.5,860,2.296,1.519
84529,12,17.97,-10.04,20.3,1395,1.75,1
187697,24,-12.36,9.6,27.4,2428,1.667,1.043
184624,10,24.81,11.39,27.2,544,2.1,1.2
65266,16,24.37,-21.27,21.7,347,2.312,1.562
195773,11,43.21,5.1,27.8,340,2,1.273
191669,23,-10.16,7.35,26.6,2413,1.609,1.091
178343,5,8.78,14.99,27.1,241,1.8,0.8
193284,20,0.35,6.45,27.1,1215,1.7,1.1
198154,14,35.16,3.76,27.4,299,2.143,1.357
85344,25,29.09,-9.6,20.9,1309,2.16,1.32
101277,26,15.84,-0.61,25.2,1688,1.538,0.923
102119,14,33.79,-0.16,22.5,1045,2.071,1.143
190085,21,-7.53,8.25,24.9,1359,2.048,1.333
175980,4,-12.9,16.33,29.8,244,1.5,0.5
97273,18,17.87,-2.86,25.4,1606,1.389,0.824
186243,5,45.2,10.49,29.6,17,2.4,0.8
69014,17,16.22,-19.03,22.6,423,2.353,1.471
173726,3,9.04,17.68,25.4,61,3,2
77492,25,27.46,-14.09,20.9,992,2.2,1.4
185409,10,24.03,10.94,26.6,669,2.1,1.2
192479,19,-3.54,6.9,26.5,1227,1.474,1
191756,15,29.23,7.35,27.3,978,2.333,1.2
191695,18,1.6,7.35,26.9,963,1.667,0.889
68273,22,23.91,-19.48,22.3,455,2.318,1.409
62314,17,33.84,-23.07,24.5,572,2.118,1.353
98062,22,12.41,-2.41,22.7,1841,1.5,0.952
67509,12,19.71,-19.93,21.2,445,2.333,1.417
196533,27,25.49,4.66,24.9,1628,1.815,1.111
91685,14,21.88,-6,24.2,1669,1.5,1
194962,16,37.51,5.55,21.4,742,2.062,1.125
97267,14,15.17,-2.86,24.1,1798,1.714,1.143
76726,18,32.52,-14.54,23.3,1023,2.167,1.167
95668,19,16.25,-3.76,24.3,1513,1.632,0.842
79030,12,17.91,-13.19,20.3,1160,2.167,1.333
194911,21,14.5,5.55,22.8,1498,1.81,1.095
183068,5,31.46,12.29,27.5,497,1.8,0.8
91677,19,18.26,-6,22.1,1716,1.474,0.737
79835,20,28.6,-12.74,19.9,1251,2.1,1.3
183057,4,26.4,12.29,27.3,349,1.5,0.5
190126,15,11.07,8.25,27.2,1181,2.133,1.2
71340,16,36.39,-17.68,25.3,1064,2,1.062
60080,11,18.3,-24.42,20.2,239,2.455,1.545
101295,19,23.92,-0.61,24.7,1911,1.526,0.947
100500,24,27.09,-1.06,23.9,1852,1.542,0.957
91717,20,36.33,-6,22.2,822,2.05,1.25
69790,24,24.23,-18.58,22.2,505,2.375,1.375
179859,11,-8.19,14.09,27.3,676,2.091,1.273
176849,3,32.95,15.88,28.5,135,1.667,0.667
98890,19,24.48,-1.96,24.2,1794,1.526,0.947
193387,4,46.91,6.45,27.2,171,2,2
82187,19,28.01,-11.39,20.9,1167,2.053,1.263
72830,12,16.57,-16.78,22.8,630,2.333,1.167
180735,13,36.77,13.64,28,737,2.308,1.385
190909,17,5.87,7.8,24.6,1264,1.765,0.941
198143,24,30.2,3.76,24.2,1538,1.917,1.083
202910,29,11.82,1.06,23.9,1655,1.448,0.786
94060,17,12.42,-4.66,24.7,1227,1.529,1
101319,24,34.7,-0.61,20.4,1738,2.125,1.292
176772,6,-3,15.88,28.4,296,2,0.667
202118,27,16.35,1.51,24.6,1700,1.481,0.741
194966,8,39.32,5.55,20.2,711,1.625,1
197347,20,32.12,4.21,26.2,1097,2.05,1.1
90120,29,34.9,-6.9,22.4,561,2.276,1.414
68270,24,22.48,-19.48,22.3,444,2.292,1.375
193268,20,-6.87,6.45,25.7,1460,1.5,0.9
77494,23,28.39,-14.09,20.5,995,2.13,1.348
186166,12,10.03,10.49,25.6,964,2.083,1.167
81372,13,14.58,-11.84,23.1,1038,1.846,1.077
176858,7,37.15,15.88,28.6,243,2.429,1.714
76703,17,21.84,-14.54,20.9,1026,2.235,1.294
194971,10,41.57,5.55,26.6,362,1.8,1.2
181494,4,27.13,13.19,27.2,287,1.5,0.5
181405,14,-13.91,13.19,27.2,892,2.214,1.286
190917,15,9.5,7.8,27,1238,2,1.067
63027,10,20.97,-22.62,20.2,359,2.6,1.7
175977,4,-14.3,16.33,28.7,272,1.5,0.5
101293,19,23.03,-0.61,24.7,1957,1.526,0.947
203733,19,21.23,0.61,24.8,2055,1.526,0.947
190077,22,-11.16,8.25,24.6,2723,1.5,1.048
66765,16,24.11,-20.38,22,399,2.312,1.562
101314,14,32.46,-0.61,21.7,2041,2.071,1.143
181414,13,-9.76,13.19,27.2,953,2.154,1.231
73601,13,17.52,-16.33,22.3,710,2.231,1.077
204539,20,23.02,0.16,24.2,2046,1.5,0.9
184569,15,-0.38,11.39,28.3,851,2.267,1.333
186991,11,26.18,10.04,27.4,680,2.091,1.091
93276,17,19.31,-5.1,24.1,1646,1.412,0.824
72900,9,49.41,-16.78,22.5,2427,1,0.375
186985,12,23.44,10.04,26.3,777,2.167,1.167
202124,20,19.04,1.51,25.1,1727,1.5,0.9
190120,14,8.35,8.25,27.2,1305,2.071,1.143
188540,15,11.07,9.15,27.7,999,2.133,1.2
195766,9,40.06,5.1,21.2,599,1.667,1.111
75157,22,23.63,-15.43,22.4,893,2.182,1.318
82991,20,35.93,-10.94,23.1,1163,2,1.25
89330,24,37.38,-7.35,24.1,1197,2.042,1.125
198123,27,21.2,3.76,23.6,1684,1.481,0.889
60102,23,29.15,-24.42,19.7,519,2.435,1.522
72055,14,12.81,-17.23,18.3,240,2.143,1.5
181412,13,-10.68,13.19,28.1,985,2.154,1.231
65282,28,32.08,-21.27,22.6,577,2.393,1.393
101267,25,11.35,-0.61,23.4,1975,1.48,0.917
183040,7,18.59,12.29,29.3,638,1.714,0.857
185371,14,6.65,10.94,25.6,1138,2.214,1.143
67538,23,33.56,-19.93,23.9,884,2.217,1.348
80619,23,29.16,-12.29,20.4,1229,2.13,1.348
69016,16,17.18,-19.03,22.6,511,2.312,1.562
76692,14,16.74,-14.54,20.1,976,2.214,1.286
186998,9,29.37,10.04,27.8,755,2,1.111
185406,10,22.66,10.94,26.5,718,2.1,1
74418,15,39.02,-15.88,25.5,1193,2.067,1.267
194104,22,10.59,6,21.8,1978,1.545,0.864
97301,17,30.46,-2.86,19.7,980,1.824,1
59378,29,31.89,-24.87,21.8,655,2.345,1.414
99721,22,37.46,-1.51,21.1,821,2.318,1.409
59374,21,29.91,-24.87,16.3,772,2.381,1.476
77485,26,24.22,-14.09,21.4,1006,2.308,1.423
185438,13,37.3,10.94,15.4,1695,2,1.077
83736,16,16.42,-10.49,20.9,1174,1.938,1.125
70576,19,35.99,-18.13,25.3,987,2.105,1.105
89317,28,31.49,-7.35,25.2,922,2.25,1.393
69782,18,20.44,-18.58,21.7,543,2.333,1.389
204544,19,25.26,0.16,25,1779,1.526,0.947
181439,9,1.76,13.19,28.8,541,1.889,1.111
191776,15,38.29,7.35,18.8,944,2.067,1.067
181440,8,2.22,13.19,28.8,560,1.75,1
193342,18,26.57,6.45,25.7,1376,2.056,1.111
197302,29,11.85,4.21,24.4,1574,1.414,0.862
89319,26,32.4,-7.35,23.2,938,2.231,1.346
183764,19,-9.27,11.84,26.9,1213,2.053,1.263
60086,10,21.26,-24.42,20.2,294,2.6,1.7
192529,19,19.07,6.9,23.7,1322,2.053,1.263
190913,15,7.68,7.8,26.2,1318,2,1.067
83779,21,36.06,-10.49,22.6,1201,2.048,1.286
190125,15,10.62,8.25,27.2,1153,2.133,1.2
80600,13,20.43,-12.29,20.7,1202,1.923,1.077
102094,19,22.57,-0.16,24.2,2105,1.526,0.947
179118,4,8.39,14.54,27.7,249,1.5,0.5
187791,11,30.45,9.6,27.7,807,2.091,1.273
66017,15,25.68,-20.82,21.5,355,2.2,1.4
69775,14,17.12,-18.58,22.9,492,2.429,1.357
187041,4,48.99,10.04,23.4,117,2.25,2
202107,25,11.4,1.51,23,1843,1.44,0.833
76717,23,28.34,-14.54,20.5,929,2.13,1.348
178402,8,36.21,14.99,28.9,392,2.25,1.5
68268,16,21.53,-19.48,22.1,447,2.25,1.312
84547,19,26.18,-10.04,18.9,1201,2.053,1.263
182227,8,4.66,12.74,28.4,730,1.875,0.75
101275,25,14.94,-0.61,24.9,1762,1.56,0.96
203740,19,24.37,0.61,24.7,1812,1.526,0.947
98057,26,10.16,-2.41,25.8,1853,1.5,0.96
183062,4,28.7,12.29,27,428,1.5,0.5
200529,25,22.75,2.41,24.9,1770,1.48,0.88
82976,23,29.07,-10.94,20.1,1274,2.087,1.261
176763,3,-7.21,15.88,28.8,284,1.667,0.667
185345,14,-5.24,10.94,25.9,1089,2.214,1.286
75139,17,15.24,-15.43,22.2,713,2.235,1.059
63081,4,47.24,-22.62,21.9,1966,1,0
189374,14,29.92,8.7,27.5,861,2.214,1.143
95720,18,39.66,-3.76,24.4,1100,1.833,1.056
176764,3,-6.74,15.88,28.6,267,1.667,0.667
94079,16,20.98,-4.66,25.2,1646,1.5,0.875
172952,3,3.85,18.13,28.8,107,2.333,1.333
196521,22,20.08,4.66,25.4,1679,1.682,0.909
85360,27,36.38,-9.6,23.8,1310,2.148,1.222
101312,16,31.56,-0.61,20.9,1078,1.938,1.125
73621,26,26.88,-16.33,20.2,828,2.308,1.5
85330,15,22.71,-9.6,23.3,1296,1.667,0.933
177549,6,-0.59,15.43,29.4,279,1.667,0.667
95687,15,24.8,-3.76,25.4,1603,1.467,0.933
71297,15,16.11,-17.68,22.6,514,2.333,1.267
89279,14,14.28,-7.35,24.6,615,1.786,1
66016,15,25.2,-20.82,21.6,360,2.2,1.4
202137,26,24.88,1.51,24.9,1761,1.5,0.923
65274,19,28.23,-21.27,20.4,416,2.263,1.316
198126,27,22.55,3.76,25,1679,1.519,0.889
98071,15,16.45,-2.41,25.4,1575,1.467,1
78254,14,19.67,-13.64,21.4,1059,2.143,1.143
100503,23,28.44,-1.06,22.4,1447,1.522,0.909
196532,27,25.04,4.66,24.8,1646,1.815,1.185
175321,8,38.62,16.78,22.7,319,2,1.25
195705,22,12.55,5.1,24.3,1522,1.591,0.864
178330,5,2.73,14.99,29.5,314,1.8,0.8
68257,15,16.29,-19.48,22,445,2.4,1.667
63023,12,19.02,-22.62,19.2,352,2.5,1.583
200515,25,16.45,2.41,24.4,1672,1.48,0.8
90872,15,14.82,-6.45,23.8,1196,1.733,0.933
169920,3,3.94,19.93,26.8,51,3,2
195740,25,28.33,5.1,25,1390,2,1.12
63056,14,35.08,-22.62,23.4,812,1.857,1.071
184564,14,-2.67,11.39,27.8,867,2.214,1.286
179119,4,8.85,14.54,27.7,244,1.5,0.5
184550,18,-9.09,11.39,26.7,1269,2.056,1.222
60845,16,34.81,-23.97,23.5,747,2,1.188
61579,15,34.56,-23.52,23.9,674,2.067,1.267
67514,19,22.09,-19.93,22.4,426,2.316,1.526
100506,24,29.79,-1.06,15,1321,1.625,0.87
69833,3,44.61,-18.58,25.5,1233,1,0
82201,19,34.43,-11.39,24,1468,2.053,1.211
76702,16,21.38,-14.54,20.3,993,2.25,1.25
63773,11,23.23,-22.17,21.3,372,2.455,1.727
181450,7,6.84,13.19,27,504,1.714,0.857
190095,23,-2.99,8.25,25.8,1117,1.87,1.13
183000,14,0.2,12.29,28,722,2.286,1.286
60806,8,15.64,-23.97,19,82,2.375,1.625
63791,20,31.96,-22.17,23.6,464,2.15,1.35
66775,21,28.91,-20.38,19.3,584,2.286,1.381
187799,12,34.1,9.6,24.2,979,2.083,1.333
63789,25,30.99,-22.17,23.9,439,2.24,1.32
186943,16,4.28,10.04,26.9,1104,2.312,1.25
76711,26,25.56,-14.54,20.3,980,2.308,1.346
66751,14,17.41,-20.38,19.7,385,2.571,1.643
63044,25,29.24,-22.62,20.5,403,2.32,1.48
190174,15,32.85,8.25,27.8,877,2.333,1.333
60076,10,16.33,-24.42,15.6,175,2.4,1.5
184660,6,41.3,11.39,27.5,215,2.167,1.333
182219,15,0.97,12.74,28.4,638,2.267,1.2
195753,25,34.2,5.1,27.1,589,2.24,1.36
79851,21,35.97,-12.74,21.8,1340,2.238,1.286
181508,5,33.59,13.19,28.3,448,1.4,0.4
60820,10,22.52,-23.97,20.2,343,2.6,1.7
185362,16,2.53,10.94,27.4,1032,2.312,1.25
195777,8,45.02,5.1,28.7,251,2,1.25
78246,14,15.97,-13.64,19.2,1150,2.214,1.429
195762,13,38.25,5.1,19.8,591,2.077,1.231
77500,24,31.17,-14.09,22.3,950,2.292,1.292
189391,12,37.65,8.7,14.8,1351,2,1
84555,22,29.83,-10.04,20,1415,2.091,1.318
80598,14,19.51,-12.29,20.8,1218,2,1.143
193267,22,-7.32,6.45,26,1594,1.5,1.048
186933,15,-0.27,10.04,27.8,1082,2.267,1.333
60811,13,18.1,-23.97,19.9,231,2.462,1.615
183079,13,36.51,12.29,26.3,1081,2,1.077
88501,15,22.19,-7.8,23,1539,1.6,1.067
62335,3,44.09,-23.07,23.6,570,1,0.333
194079,18,-0.69,6,25.1,1653,1.556,1.059
185412,10,25.41,10.94,27.5,584,2.1,1.2
74390,27,25.94,-15.88,21,819,2.407,1.519
82169,13,19.77,-11.39,20.6,1304,1.923,1.077
188519,20,1.52,9.15,26.3,1221,2.05,1.2
185445,11,40.5,10.94,25.9,449,2,1.091
183063,4,29.16,12.29,26.8,471,1.5,0.5
100485,19,20.35,-1.06,25.3,2064,1.526,0.947
191676,16,-6.99,7.35,25.4,1367,1.625,1
202918,26,15.41,1.06,23.7,1684,1.5,0.846
190088,20,-6.17,8.25,26,1230,2,1.3
189404,10,43.55,8.7,22.2,468,2.1,1.4
94064,11,14.22,-4.66,23.7,1279,1.636,1.091
183090,6,41.57,12.29,28.4,167,2.167,1.333
97257,26,10.68,-2.86,24.4,1699,1.5,0.96
86121,16,22.45,-9.15,22.6,1411,1.625,0.875
187833,4,49.59,9.6,25.7,101,2.25,2
66779,20,30.82,-20.38,19.8,732,2.25,1.35
71296,15,15.64,-17.68,22.6,494,2.333,1.267
183028,11,13.07,12.29,26.1,492,2.091,1.091
87741,26,37.85,-8.25,24.4,1205,2.115,1.192
177525,5,-11.78,15.43,29.2,293,1.4,0.4
193301,11,8.04,6.45,27.5,1844,1.545,0.727
75177,19,32.95,-15.43,26.2,751,2.211,1.211
96464,13,14.36,-3.31,23.7,1786,1.846,1.385
198168,13,41.46,3.76,28.2,264,1.769,1.154
183041,8,19.05,12.29,29.1,660,1.875,0.75
199712,27,15.62,2.86,24.2,1611,1.481,0.852
176859,9,37.62,15.88,28.8,240,2.333,1.556
181401,15,-15.76,13.19,27.1,896,1.933,1.2
82177,16,23.43,-11.39,21,1406,1.75,1
82999,20,39.59,-10.94,25.8,1078,2.05,1.05
204578,12,40.53,0.16,28.6,345,1.833,1.25
191706,16,6.58,7.35,26.5,1258,1.812,1
187730,16,2.67,9.6,26.3,1106,2.188,1.25
182181,17,-16.52,12.74,26.4,1160,1.765,1.125
75949,18,32.03,-14.99,21.3,1216,2.167,1.167
72081,22,25.04,-17.23,22.2,721,2.364,1.409
180700,4,20.59,13.64,29.2,415,1.5,0.5
64514,10,21.62,-21.72,20.6,425,2.6,1.7
90091,16,21.78,-6.9,23.7,1598,1.562,1
201359,21,35.72,1.96,23,476,2.238,1.381
182259,7,19.39,12.74,29.5,539,1.714,0.857
101271,25,13.14,-0.61,24.7,1682,1.48,0.917
202117,27,15.9,1.51,24.3,1667,1.519,0.815
201352,15,32.57,1.96,23.5,1314,2.133,1.2
86137,24,29.73,-9.15,22.5,1180,2.167,1.375
90897,15,26.12,-6.45,23.6,1110,1.733,1.067
191727,16,16.09,7.35,25.3,1248,1.938,1
83769,24,31.5,-10.49,20.9,1213,2.167,1.375
191710,16,8.39,7.35,26.8,1440,1.938,1
186135,15,-4.12,10.49,27.4,1063,2.267,1.333
176033,3,11.9,16.33,27,47,3,2
187726,16,0.84,9.6,27.2,1268,2.188,1.25
190871,21,-11.35,7.8,26,2734,1.476,1
72866,19,33.46,-16.78,24.5,643,2.158,1.211
85343,22,28.63,-9.6,23,1068,2.045,1.227
74414,17,37.15,-15.88,23.4,1600,2.176,1.235
180625,9,-14.07,13.64,27.5,766,1.778,0.889
175223,3,-7.35,16.78,30.6,202,2.333,1.333
179095,6,-2.27,14.54,28.8,447,1.667,0.333
176015,3,3.47,16.33,29.5,202,2.333,1.333
184617,11,21.6,11.39,27.2,723,2.091,1.091
102073,26,13.13,-0.16,23.5,1706,1.5,0.96
82990,21,35.47,-10.94,21.6,1248,2,1.19
189382,15,33.56,8.7,27.6,831,2.333,1.333
88500,18,21.74,-7.8,23.8,1480,1.722,0.889
196564,10,39.46,4.66,22.8,461,1.8,1.2
79823,17,23.08,-12.74,19.7,1216,2.059,1.176
201341,28,27.63,1.96,23.5,2058,1.464,0.857
190200,8,44.65,8.25,24.5,287,2.125,1.5
198971,10,42.7,3.31,29.6,356,1.8,1
179955,9,36.26,14.09,28.6,601,2.333,1.556
198926,26,22.45,3.31,24.7,1697,1.462,0.846
198978,8,45.85,3.31,27.8,376,1.75,1.25
196568,10,41.26,4.66,24.7,355,1.7,1.4
190208,4,48.29,8.25,24.8,138,2.25,2
191732,19,18.36,7.35,25.2,1316,2.053,1.263
64521,14,25,-21.72,20.7,366,2.286,1.5
78241,14,13.66,-13.64,23,811,2,1.143
100499,23,26.64,-1.06,24.2,1906,1.522,0.87
199717,26,17.87,2.86,24.6,1725,1.462,0.769
71289,12,12.34,-17.68,18,112,2.25,1.583
63024,12,19.51,-22.62,19.5,340,2.5,1.583
185426,7,31.81,10.94,27.8,615,1.857,0.857
179171,4,32.98,14.54,28.6,267,1,0
66785,23,33.7,-20.38,23.2,925,2.217,1.348
188511,19,-2.11,9.15,26.6,1069,2.158,1.263
88522,24,31.71,-7.8,23.6,941,2.25,1.375
94087,17,24.59,-4.66,24.7,1613,1.706,1.176
198108,28,14.45,3.76,23.4,1491,1.464,0.852
81377,12,16.88,-11.84,18.7,1358,2,1.167
66748,13,15.97,-20.38,21.8,347,2.462,1.615
170673,3,2.95,19.48,27,67,3,2
60842,15,33.33,-23.97,24.8,587,2.067,1.267
197321,28,20.41,4.21,24.4,1686,1.607,0.929
98885,19,22.23,-1.96,24.6,1945,1.526,0.947
91674,18,16.91,-6,22.5,1585,1.5,0.778
193295,13,5.33,6.45,26.4,1972,1.462,0.923
182185,15,-14.67,12.74,27,1151,2,1.2
180668,7,5.8,13.64,28.2,483,1.714,0.857
63772,11,22.74,-22.17,21.2,381,2.455,1.727
190195,12,42.39,8.25,23,508,1.75,1.167
66004,11,19.43,-20.82,20.4,410,2.455,1.545
195729,30,23.37,5.1,24.5,1736,1.833,1.2
84549,21,27.09,-10.04,22.6,896,2.095,1.143
204543,18,24.81,0.16,24.9,1811,1.556,1
83754,19,24.64,-10.49,22.2,1318,1.789,0.947
198980,4,46.75,3.31,27.8,308,2.25,2
198928,26,23.35,3.31,24.8,1710,1.462,0.846
190076,21,-11.61,8.25,25.5,2797,1.524,1.1
76704,20,22.31,-14.54,21.5,1063,2.25,1.45
187011,14,35.3,10.04,24.9,1231,2.071,1.286
62294,10,24.07,-23.07,20.8,366,2.6,1.7
201313,27,15.04,1.96,24.9,1551,1.481,0.846
197310,26,15.46,4.21,24.6,1336,1.577,0.846
190158,15,25.59,8.25,25.8,1139,2.267,1.333
180743,6,40.46,13.64,30.6,203,2.167,1
63780,13,26.62,-22.17,18.8,467,2.077,1.154
195784,5,48.18,5.1,25.9,204,2,2
185341,14,-7.07,10.94,27,1075,2.214,1.286
191683,20,-3.82,7.35,26.6,1096,1.5,0.947
77519,16,39.96,-14.09,24.6,934,2.125,1.312
181501,4,30.36,13.19,27.2,320,1.5,0.5
98877,21,18.64,-1.96,25.7,1834,1.476,0.9
87716,19,26.5,-8.25,25,964,1.789,0.947
183860,10,34.78,11.84,27.8,812,2.1,1.2
182277,4,27.68,12.74,27.3,329,1.5,0.5
189359,20,23.11,8.7,23.9,1091,2.15,1.3
86156,26,38.37,-9.15,24.4,1093,2.154,1.269
71333,17,33.09,-17.68,20.8,1071,2.118,1.118
90923,22,37.87,-6.45,24.7,931,1.864,1.136
196581,4,47.12,4.66,27.4,209,2,2
70549,22,23.23,-18.13,22,554,2.318,1.318
198144,24,30.65,3.76,23.9,1562,1.917,1
183874,6,41.2,11.84,28.4,173,2.167,1.333
190911,17,6.78,7.8,27.4,1177,1.882,1.059
203750,28,28.87,0.61,23,1609,1.464,0.857
92468,15,14.95,-5.55,23.2,1380,1.6,0.933
198112,25,16.25,3.76,24.5,1541,1.44,0.88
96494,22,27.85,-3.31,24.1,1593,1.545,0.818
94897,15,29.42,-4.21,23.6,1174,1.6,0.933
86949,27,38.56,-8.7,25.4,1180,2.148,1.222
98100,19,29.49,-2.41,16.3,1438,1.421,0.789
191716,22,11.11,7.35,22.9,1579,1.955,1.091
164024,3,35.05,23.52,23.6,17,3,2
70570,17,33.15,-18.13,21.8,1738,2.118,1.235
86921,19,25.83,-8.7,22.9,1193,1.842,0.947
177528,4,-10.38,15.43,28.7,390,1.5,0.5
72101,24,34.44,-17.23,25.1,781,2.292,1.292
190148,24,21.05,8.25,25.8,1205,1.958,1.167
187784,12,27.26,9.6,27.5,739,2.167,1.167
62313,18,33.35,-23.07,24.7,541,2.111,1.278
101309,19,30.21,-0.61,19.6,1177,1.895,1.053
90900,16,27.47,-6.45,24.5,1073,1.75,0.875
98880,19,19.99,-1.96,24.9,1966,1.526,1
194910,22,14.05,5.55,23.7,1541,1.864,1.136
93305,22,32.39,-5.1,23.4,1000,2.182,1.318
81398,19,26.51,-11.84,19,1314,2.053,1.263
182251,7,15.71,12.74,29.5,392,1.714,0.857
181430,11,-2.38,13.19,28.3,613,2.091,1.273
67523,20,26.39,-19.93,21.4,418,2.3,1.35
59350,11,18.03,-24.87,20.1,248,2.455,1.545
65280,21,31.12,-21.27,22.1,550,2.19,1.381
91688,15,23.23,-6,25.2,1570,1.6,1.067
192563,17,34.45,6.9,26.1,1101,2.059,1.176
191004,4,48.94,7.8,25,165,2.25,2
187773,16,22.25,9.6,26.4,927,2.25,1.375
97270,16,16.52,-2.86,24.9,1555,1.562,0.933
78267,27,25.67,-13.64,20.3,1103,2.296,1.37
194170,10,40.39,6,25.1,489,1.6,1
78242,12,14.12,-13.64,20.1,1163,2.083,1.167
90116,26,33.09,-6.9,23.2,839,2.308,1.423
194141,20,27.3,6,25.7,1357,2.05,1.1
102082,25,17.18,-0.16,25.3,1664,1.44,0.8
202926,18,19.01,1.06,25.2,1798,1.556,1
101306,22,28.87,-0.61,17.6,1551,1.5,0.857
194961,17,37.06,5.55,25.3,589,2.176,1.294
180695,5,18.28,13.64,29.5,317,1.4,0.4
78250,12,17.82,-13.64,20.1,1100,2.167,1.333
66764,16,23.63,-20.38,22.1,421,2.312,1.562
90913,26,33.35,-6.45,22.7,754,2.308,1.423
98120,26,38.48,-2.41,25.4,694,2.308,1.423
191760,14,31.04,7.35,27,816,2.357,1.143
183763,19,-9.73,11.84,24.5,1291,2.053,1.263
183845,4,27.89,11.84,27.5,418,1.5,0.5
195722,19,20.22,5.1,24.9,1608,1.895,1.263
65279,20,30.64,-21.27,21.9,477,2.25,1.45
60101,27,28.66,-24.42,18.4,587,2.444,1.593
191711,16,8.85,7.35,26.8,1449,1.938,1
182262,7,20.77,12.74,28.6,565,1.714,0.571
190134,21,14.7,8.25,26.8,1198,2.095,1.19
183077,13,35.6,12.29,28.1,928,2.154,1.385
189326,14,8.11,8.7,26.5,1412,2.071,1.143
185442,9,39.13,10.94,9,1295,1.778,0.667
98869,17,15.04,-1.96,24.3,1968,1.706,0.941
75186,18,37.14,-15.43,21.2,1671,2.111,1.278
193273,23,-4.61,6.45,27.1,1159,1.478,0.909
101318,20,34.26,-0.61,22.2,1218,2,1.15
98082,20,21.4,-2.41,24.3,1981,1.5,0.947
198122,27,20.75,3.76,24.4,1655,1.481,0.889
173714,3,3.38,17.68,29.1,131,2.333,1.333
98081,20,20.95,-2.41,24.4,1959,1.5,0.947
73661,8,45.6,-16.33,26.3,1386,1,0
184622,10,23.89,11.39,26.2,636,2.1,1.2
178338,5,6.45,14.99,27.8,288,1.8,0.8
96518,24,38.65,-3.31,25.2,652,2.292,1.375
193316,18,14.82,6.45,22.5,1506,2,1.167
182982,14,-8.07,12.29,27.8,971,2.214,1.286
75181,18,34.81,-15.43,24.3,932,2.056,1.278
95715,27,37.41,-3.76,23.5,490,2.185,1.37
99677,19,17.69,-1.51,25.6,1686,1.474,0.889
92509,23,33.45,-5.55,23,874,2.217,1.348
93263,15,13.45,-5.1,22.7,1265,1.6,1.067
76722,21,30.66,-14.54,24,897,2.143,1.19
98883,19,21.34,-1.96,24.4,2007,1.526,0.947
72109,14,38.2,-17.23,25.3,1346,2,1.214
182983,14,-7.61,12.29,27.4,955,2.214,1.286
186204,9,27.38,10.49,27.7,595,2,1.111
197375,8,44.73,4.21,27.4,326,1.75,1
193359,19,34.25,6.45,26.4,962,2.158,1.158
93300,22,30.14,-5.1,21.9,1056,1.818,1.136
63017,12,16.1,-22.62,19,254,2.417,1.583
194075,20,-2.5,6,26.3,1586,1.5,1.053
177551,6,0.33,15.43,28.8,280,1.667,0.667
178298,9,-12.14,14.99,29,463,2,0.889
204572,27,37.84,0.16,17.6,2343,2.111,1.222
200570,9,41.18,2.41,27.7,362,2,1.111
60808,12,16.62,-23.97,17.8,228,2.417,1.583
75940,22,27.84,-14.99,20.9,895,2.182,1.409
87713,19,25.14,-8.25,22.5,1374,1.789,0.947
194169,9,39.94,6,21.1,768,1.667,1.111
65993,10,14.14,-20.82,20.7,72,2.4,1.7
93267,15,15.26,-5.1,23.6,1454,1.6,0.933
194940,23,27.58,5.55,25.5,1383,2.043,1.13
194142,19,27.75,6,26.2,1301,2.105,1.158
198161,11,38.31,3.76,23.4,552,1.727,1.273
