specimenID,Place,Member,Order,Family,Subfamily,Tribe,Genus,Species,HYP,LOP,MidMemberAge,TurkanaTimeBin,EastWest,ComLoc,unique_species_used,meanHYP,meanLOP,MAPreg,MATreg,MAPknn,MATknn
KNM-ER-912,8,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2008,102,Lokochot,Carnivora,Hyaenidae,NA,NA,Crocuta,ultra,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3743,116,Lokochot,Carnivora,Felidae,Machairodontinae,NA,NA,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3755,116,Lokochot,Carnivora,Canidae,NA,NA,Lupulella,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3838,116,Lokochot,Primates,Cercopithecidae,Colobinae,Colobini,Cercopithecoides,kimeui,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3903,116,Lokochot,Artiodactyla,Giraffidae,NA,Sivatheriini,Sivatherium,maurusium,2,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4762,116,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4819,116,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4879,116,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5217,116,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-1488,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,stillei,1,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-1489,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,pygmaea,1,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-1589,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2603,117,Lokochot,Primates,Hominidae,Homininae,Hominini,Homo,NA,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2605,117,Lokochot,Primates,Hominidae,Homininae,Hominini,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2606,117,Lokochot,Primates,Hominidae,Homininae,Hominini,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2813,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2825,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2826,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2867,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2898,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2901,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,NA,NA,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2902,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2903,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2904,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2906,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2907,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2908,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2909,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2910,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2911,117,Lokochot,Artiodactyla,Bovidae,NA,Bovini,Simatherium,kohllarseni,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2913,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Parmularius,angusticornis,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2915,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2916,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2917,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2918,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2919,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2920,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2926,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,pygmaea,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2927,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2928,117,Lokochot,Artiodactyla,Giraffidae,NA,Sivatheriini,Sivatherium,maurusium,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2929,117,Lokochot,Artiodactyla,Bovidae,NA,NA,NA,NA,NA,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2932,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,pygmaea,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2933,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,jumae,1,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2935,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,pygmaea,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-2936,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3027,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Papionini,Parapapio,ado,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3030,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3034,117,Lokochot,Primates,Cercopithecidae,NA,NA,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3037,117,Lokochot,Primates,Cercopithecidae,NA,NA,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3042,117,Lokochot,Primates,Cercopithecidae,Colobinae,Colobini,Rhinocolobus/Cercopithecoides,NA,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3044,117,Lokochot,Primates,Cercopithecidae,Colobinae,Colobini,Rhinocolobus/Cercopithecoides,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3045,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3046,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,baringensis,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3047,117,Lokochot,Primates,Cercopithecidae,NA,NA,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3057,117,Lokochot,Primates,Cercopithecidae,NA,NA,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3058,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3061,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3062,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3063,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3064,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3095,117,Lokochot,Carnivora,Hyaenidae,NA,NA,Hyaena,sp,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3100,117,Lokochot,Carnivora,Hyaenidae,NA,NA,Crocuta,sp,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3103,117,Lokochot,Carnivora,Hyaenidae,NA,NA,Crocuta,dietrichi,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3104,117,Lokochot,Carnivora,Mustelidae,NA,NA,NA,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3110,117,Lokochot,Carnivora,Mustelidae,NA,Enhydrini,Enhydriodon,afman,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3115,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3124,117,Lokochot,Primates,Cercopithecidae,Colobinae,Colobini,Rhinocolobus/Cercopithecoides,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3127,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,kob,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3775,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3783,117,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,brumpti,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3788,117,Lokochot,Primates,Cercopithecidae,Colobinae,Colobini,Rhinocolobus/Cercopithecoides,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3893,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3910,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,stillei,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3915,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,stillei,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4118,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4119,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4120,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4122,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4123,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4135,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4544,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4548,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4549,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,NA,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4552,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,sigmoidalis,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4560,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4563,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,NA,NA,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4605,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4615,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4616,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4760,117,Lokochot,Artiodactyla,Bovidae,NA,Antilopini,Gazella,praethomsoni,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4784,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Megalotragus,NA,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4785,117,Lokochot,Artiodactyla,Bovidae,NA,Antilopini,Gazella,praethomsoni,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4854,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4855,117,Lokochot,Artiodactyla,Bovidae,NA,Bovini,Simatherium,kohllarseni,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4856,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4859,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5193,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,NA,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5205,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5213,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5223,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,sigmoidalis,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5225,117,Lokochot,Artiodactyla,Bovidae,NA,Bovini,Simatherium,kohllarseni,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5228,117,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5229,117,Lokochot,Artiodactyla,Bovidae,NA,Reduncini,Kobus,oricornus,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5231,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5232,117,Lokochot,Artiodactyla,Hippopotamidae,NA,NA,Hippopotamus,protamphibius,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5687,117,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5848,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5849,117,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5853,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,kyaloae,2,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5855,117,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,NA,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-5864,117,Lokochot,Carnivora,NA,NA,NA,NA,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-1740,129,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3362,129,Lokochot,Artiodactyla,Suidae,Tetraconodontinae,NA,Notochoerus,euilus,2,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3363,129,Lokochot,Artiodactyla,Suidae,Tetraconodontinae,NA,Nyanzachoerus,kanamensis,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3364,129,Lokochot,Artiodactyla,Suidae,Tetraconodontinae,NA,Notochoerus,euilus,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3407,129,Lokochot,Artiodactyla,Suidae,Tetraconodontinae,NA,Notochoerus,euilus,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-3551,129,Lokochot,Artiodactyla,Suidae,Tetraconodontinae,NA,Notochoerus,euilus,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4077,129,Lokochot,Perissodactyla,Equidae,NA,Hipparionini,Hipparion,hasumense,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4080,129,Lokochot,Perissodactyla,Equidae,NA,Hipparionini,Hipparion,hasumense,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4287,129,Lokochot,Proboscidea,Deinotheriidae,NA,NA,Deinotherium,bozasi,1,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4295,129,Lokochot,Proboscidea,Deinotheriidae,NA,NA,Deinotherium,bozasi,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4461,129,Lokochot,Artiodactyla,Bovidae,NA,Alcelaphini,Connochaetes,gentryi,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4468,129,Lokochot,Artiodactyla,Bovidae,NA,Antilopini,Gazella,praethomsoni,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4835,129,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4847,129,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,NA,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4849,129,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4850,129,Lokochot,Artiodactyla,Bovidae,NA,Antilopini,Gazella,praethomsoni,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4853,129,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4862,129,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,Tragelaphus,rastafari,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4869,129,Lokochot,Artiodactyla,Giraffidae,NA,Giraffini,Giraffa,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4953,129,Lokochot,Artiodactyla,Bovidae,NA,Tragelaphini,NA,NA,2,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-4955,129,Lokochot,Artiodactyla,Bovidae,NA,Aepycerotini,Aepyceros,shungurae,3,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-60205,129,Lokochot,Artiodactyla,Giraffidae,NA,NA,NA,NA,1,2,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-60403,129,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,oswaldi,2,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-60408,129,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Theropithecini,Theropithecus,oswaldi,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-60550,129,Lokochot,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,NA,1,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-60959,129,Lokochot,Carnivora,Hyaenidae,NA,NA,NA,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61135,129,Lokochot,Carnivora,NA,NA,NA,NA,NA,NA,NA,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61267,129,Lokochot,Perissodactyla,Equidae,NA,Equini,Equus,NA,3,2,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61678,129,Lokochot,Artiodactyla,Suidae,Suinae,NA,Kolpochoerus,heseloni,2,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61697,129,Lokochot,Artiodactyla,Suidae,Suinae,NA,Metridiochoerus,andrewsi,3,0,3.52,3.6,E,Lokochot,1,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61705,129,Lokochot,Artiodactyla,Suidae,Suinae,NA,Kolpochoerus,heseloni,2,0,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
KNM-ER-61822,129,Lokochot,Perissodactyla,Chalicotheriidae,NA,NA,NA,NA,NA,1,3.52,3.6,E,Lokochot,0,2.03,1.12,949,24.2,1277,22.7
